year_month,sea_level,sea_temperature,greenland_mass,antarctica_mass,chlorophylle,CO2,sea_salinity
2014-08-01,8.77078006451613,0.38154316,-3565.42,-1525.76,0.0006470049999999991,-1.620999999999981,0.022511999999998977
2014-09-01,8.9293649,0.4102019,-3597.92,-1331.33,-0.001102592999999999,3.3600000000000136,0.011764999999996917
2014-10-01,8.537659241935485,0.4252382,-3582.97,-1415.77,-0.0004960409999999957,3.0600000000000023,0.02259700000000464
2014-11-01,7.560370036666667,0.4264328,-3578.43,-1490.92,0.005548320000000009,2.6916666666664923,-0.04132800000000003
2014-12-01,6.108960161290323,0.43492293,-3536.17,-1631.7800000000002,-0.008012649999999996,3.6299999999999386,0.011955000000000382
2015-01-01,4.557667958064516,0.4500871,-3493.91,-1772.64,0.019113536000000014,0.6850000000000023,0.008140000000004477
2015-02-01,3.555064557142857,0.45802674,-3502.23,-1859.94,0.0163586,2.5324999999999704,-0.0006379999999950314
2015-03-01,3.304770983870968,0.4629724,-3456.58,-1826.78,0.02704021999999999,-0.3499999999999659,-0.005127999999999133
2015-04-01,3.74173538,0.46987265,-3449.32,-1810.79,0.02334738,2.4850000000000136,-0.014665000000000816
2015-05-01,4.6430123709677416,0.47262657,-3508.706666666667,-1775.6633333333334,0.004663173999999999,1.767499999999984,-0.021186999999997624
2015-06-01,5.793701933333334,0.47389862,-3568.0933333333332,-1740.5366666666666,0.0026339360000000034,1.980833333333294,0.009270000000000778
2015-07-01,6.9989499483870965,0.4904194,-3627.48,-1705.41,0.00028823800000000316,5.3139999999999645,0.010154999999997472
2015-08-01,7.893310964516129,0.50237846,-3762.11,-1859.76,-0.0002726880000000001,4.09499999999997,-0.07345199999999608
2015-09-01,8.141421333333334,0.49832088,-3801.6,-1820.9,0.002700275000000002,1.5674999999999955,-0.07143799999999345
2015-10-01,7.864273806451613,0.4932464,-3781.61,-1827.6366666666668,0.005594384000000001,1.7933333333334076,-0.06036300000000239
2015-11-01,7.629857073333333,0.49410436,-3761.62,-1834.3733333333332,-0.0012584340000000027,5.035833333333414,0.0018260000000012155
2015-12-01,7.911012593548387,0.4924111,-3741.63,-1841.11,-0.0012785700000000066,1.2900000000000205,-0.023071999999999093
2016-01-01,8.593586225806453,0.48250133,-3684.56,-1845.57,-0.009085345000000009,4.0,0.0016139999999964516
2016-02-01,9.142080879310344,0.47843197,-3706.25,-1925.84,-0.02471086,1.859166666666681,0.01271099999999592
2016-03-01,9.25346793548387,0.49051264,-3704.86,-1860.72,-0.025527489999999986,3.6650000000000205,0.02454999999999785
2016-04-01,9.0017748,0.5149594,-3692.5600000000004,-1807.795,-0.021564750000000008,3.169999999999959,0.010953000000000657
2016-05-01,8.670432032258065,0.5307757,-3680.26,-1754.87,-0.0015989619999999954,3.9850000000000136,0.02753399999999573
2016-06-01,8.392656083333334,0.55343825,-3675.72,-1729.03,-0.0016468200000000002,4.417500000000018,0.009805999999997539
2016-07-01,8.17942920967742,0.5690391,-3845.95,-1610.51,-0.0009270900000000054,0.04200000000003001,-0.004691999999998586
2016-08-01,8.099307064516129,0.55507654,-4093.94,-1569.22,-0.0017241350000000016,3.954999999999984,0.05861299999999403
2016-09-01,7.9491961,0.5319744,-4050.54,-1599.5266666666666,-0.002488213000000003,5.112500000000011,0.04576899999999995
2016-10-01,7.272656632258065,0.50801474,-4007.14,-1629.8333333333335,-0.007070105,5.523333333333312,0.006465999999996086
2016-11-01,6.00923811,0.48534542,-3963.74,-1660.14,-0.00034084200000000786,2.957499999999982,-0.047879999999999256
2016-12-01,4.761294138709677,0.45991877,-4034.94,-1611.09,0.000812070000000012,3.4950000000000045,-0.01909599999999756
2017-01-01,4.295464464516129,0.43643618,-3986.68,-1624.54,-0.021098235000000007,4.519999999999982,-0.02250999999999692
2017-02-01,4.811451075,0.41854504,-3983.3399999999997,-1739.8266666666666,0.0001593149999999932,4.055833333333339,-0.016432999999999254
2017-03-01,5.89464225483871,0.4061366,-3980.0,-1855.1133333333335,0.007129705,2.204999999999984,-0.018354000000002202
2017-04-01,7.110141503333334,0.39862788,-3976.66,-1970.4,-0.0028241199999999994,2.972500000000025,-0.008012999999998272
2017-05-01,8.213112277419354,0.41833755,-3938.88,-1787.2,-0.007218886000000001,31.280833333333305,-0.010699999999999932
2017-06-01,9.129049883333332,0.4570323,-3964.64,-1784.15,-0.006320473,1.6750000000000114,-0.016176000000001522
2017-07-01,9.566317241935485,0.48220715,-3968.1349999999998,-1799.9758333333334,-0.0034325799999999976,1.9314999999999714,-0.04753800000000297
2017-08-01,9.237089322580644,0.5134312,-3971.63,-1815.8016666666667,-0.002366225999999999,2.9583333333333712,-0.04601999999999862
2017-09-01,8.306453620000001,0.547278,-3975.125,-1831.6275,-0.0011730939999999995,1.822499999999991,-0.04932600000000065
2017-10-01,7.112711248387097,0.55445427,-3978.62,-1847.4533333333334,-0.00048555900000000346,0.40333333333330756,-0.002780999999998812
2017-11-01,6.191212016666666,0.5444219,-3982.115,-1863.2791666666667,0.0013530460000000105,0.6800000000000068,0.037549999999995975
2017-12-01,6.4604891645161295,0.53192985,-3985.6099999999997,-1879.105,0.01287495999999999,2.007499999999993,0.02639599999999831
2018-01-01,8.359457,0.5231787,-3989.105,-1894.9308333333333,0.010724350000000007,1.3450000000000273,-0.0019229999999978986
2018-02-01,10.840791089285714,0.51708275,-3992.6,-1910.7566666666667,-0.002967874999999995,4.1825000000000045,0.00198999999999927
2018-03-01,12.369322322580643,0.5060732,-3996.095,-1926.5825,0.009646384999999993,1.5159999999999627,0.005810000000003868
2018-04-01,12.07162065,0.48306534,-3999.59,-1942.4083333333333,0.021287570000000006,4.285833333333301,-0.012537000000001797
2018-05-01,10.591894612903223,0.44187826,-4003.085,-1958.2341666666666,0.013379201,-24.821333333333314,-0.015014999999998224
2018-06-01,9.437680266666666,0.40291202,-4006.58,-1974.06,0.007930156,1.1119999999999663,0.0010300000000000864
2018-07-01,9.235869403225808,0.39350122,-4040.45,-1991.17,0.005078920000000001,4.920000000000016,0.0674020000000013
2018-08-01,9.47907229032258,0.39825818,-4103.543333333333,-2036.7333333333333,0.0054863470000000025,1.3141666666666652,0.018740999999998564
2018-09-01,9.45308905,0.40731445,-4166.636666666666,-2082.2966666666666,0.002557102999999998,2.6875,0.014554999999994322
2018-10-01,9.174562951612904,0.43248755,-4229.73,-2127.86,0.008461263000000004,0.8460000000000036,0.008380999999999972
2018-11-01,8.94647595,0.46466064,-4193.4,-2082.61,0.009267994999999987,1.8449999999999704,-0.04376999999999498
2018-12-01,8.767390887096774,0.4923735,-4161.96,-2231.14,0.0026468099999999994,1.1949999999999932,-0.006060000000005061
2019-01-01,8.469614774193548,0.5061814,-4162.86,-2357.53,0.0004007239999999912,3.634999999999991,0.008602999999993699
2019-02-01,7.985648471428571,0.51220727,-4192.45,-2416.43,0.013132849999999988,-0.3949999999999818,-0.003127999999996689
2019-03-01,7.462354245161291,0.51723194,-4205.46,-2349.07,-0.006386160000000002,3.024000000000001,0.007460999999999274
2019-04-01,7.236177373333334,0.50924486,-4196.68,-2304.0,-0.0009515199999999974,1.0266666666666993,0.013134000000000867
2019-05-01,7.521464577419355,0.49216518,-4156.48,-2139.59,-0.0015909710000000035,0.26600000000001955,0.009560000000000457
2019-06-01,8.011444396666667,0.45721248,-4228.33,-2206.46,-0.0007700470000000029,5.395500000000027,-0.006734999999999047
2019-07-01,8.22749464516129,0.42464292,-4414.43,-2096.52,-0.0025995399999999974,1.0049999999999955,-0.03656699999999802
2019-08-01,8.222896822580644,0.41170678,-4668.23,-2238.89,-0.0022610630000000007,3.5604999999999905,-0.05762399999999701
2019-09-01,8.607338533333332,0.400612,-4780.08,-2255.33,-0.0012538359999999943,1.1125000000000114,-0.03475999999999857
2019-10-01,9.459429919354838,0.39596522,-4771.12,-2270.14,-0.008419122000000001,3.660666666666657,-0.0533229999999989
2019-11-01,10.083736333333333,0.40199903,-4706.24,-2287.29,-0.005694914999999995,3.265000000000043,-0.037990000000000634
2019-12-01,9.780839338709676,0.41554445,-4703.38,-2384.23,0.0029304600000000097,3.232500000000016,-0.007536999999999239
2020-01-01,8.696348193548387,0.43575153,-4756.11,-2623.26,-0.003274263999999999,0.5779999999999745,-0.008545999999995502
2020-02-01,7.814609475862069,0.46199208,-4751.69,-2705.12,-0.016813425999999992,3.1899999999999977,0.00043099999999896
2020-03-01,7.861668641935484,0.48072377,-4755.59,-2603.34,-0.020606829999999993,2.8800000000000523,-0.006401000000003876
2020-04-01,8.795562966666667,0.4883166,-4728.74,-2484.87,-0.01895637,3.1924999999999955,0.0033030000000024984
2020-05-01,9.97437158064516,0.50936973,-4705.86,-2361.57,-0.010030160999999996,3.1779999999999973,-0.004643000000001507
2020-06-01,10.759488833333334,0.5271741,-4741.15,-2316.05,-0.006413735999999996,1.099999999999966,-0.03342500000000115
2020-07-01,10.840820322580646,0.52266234,-4867.81,-2381.26,-0.0039837399999999995,2.105000000000018,-0.01968000000000103
2020-08-01,10.341618387096776,0.5211576,-4968.14,-2302.52,-0.004585350000000002,1.8620000000000232,0.04235800000000012
2020-09-01,9.796442216666666,0.5238496,-4990.48,-2363.1,0.0001501439999999979,4.555000000000007,0.03964500000000015
2020-10-01,9.866588774193549,0.5111712,-4931.56,-2449.07,0.004551414999999996,2.387333333333345,0.04494000000000398
2020-11-01,10.691429166666667,0.48849624,-4921.16,-2494.09,-0.011046944999999996,1.5299999999999727,0.029292999999995573
2020-12-01,11.570581112903223,0.4638178,-4922.76,-2524.36,-0.020480590000000007,2.7399999999999523,0.01013900000000234
2021-01-01,11.508127580645162,0.44331148,-4892.38,-2777.22,0.0017876799999999998,2.5295000000000414,0.012515999999997973
2021-02-01,10.276523839285714,0.4297148,-4906.79,-2605.71,0.00440910600000001,3.944999999999993,0.013117000000001156
2021-03-01,8.618087638709676,0.4109033,-4894.92,-2615.94,0.0005230999999999986,2.9599999999999795,-0.00313099999999622
2021-04-01,7.62707033,0.38969123,-4866.76,-2375.49,0.008734140000000001,2.082499999999982,0.00047399999999697684
2021-05-01,7.931370432258064,0.37853345,-4920.71,-2363.27,0.0031078270000000005,4.093999999999994,0.00944199999999995
2021-06-01,8.9864825,0.41656467,-4901.03,-2566.43,0.002826325999999997,2.617500000000007,0.017338000000002296
2021-07-01,9.734130822580646,0.47652778,-4934.27,-2628.09,0.004229904,4.060500000000047,0.0467480000000009
2021-08-01,9.601107,0.5111199,-5090.21,-2537.48,0.00467103,2.2824999999999704,0.04028199999999771
2021-09-01,8.997191766666667,0.530825,-5141.45,-2608.01,0.0005212839999999969,0.6474999999999795,0.026533000000000584
2021-10-01,8.577796806451612,0.54213667,-5175.58,-2423.37,-0.0026065999999999936,2.3139999999999645,0.022462999999994793
2021-11-01,8.502224199999999,0.5521939,-5172.7,-2665.83,0.010624270999999998,4.550000000000011,0.07050399999999968
2021-12-01,8.149013861290323,0.5628705,-5131.45,-2560.64,0.018660220000000005,3.7825000000000273,0.017482999999998583
2022-01-01,6.92414230967742,0.57956356,-5098.21,-2664.2,-0.002031610000000003,4.279999999999973,0.006349999999997635
2022-02-01,5.411518375,0.59072286,-5086.89,-2608.51,-0.005963880000000005,1.009999999999991,-0.0029469999999989227
2022-03-01,4.716518480645162,0.5986328,-5057.07,-2554.38,0.010636179999999995,2.6299999999999955,0.0030780000000021346
2022-04-01,5.456315133333334,0.6224155,-5078.5,-2306.24,0.013272339999999994,2.9075000000000273,-0.01470199999999977
2022-05-01,7.084191893548387,0.6373649,-5076.2,-2199.93,0.007589689999999996,0.875,-0.0010339999999970928
2022-06-01,8.43185925,0.6414454,-5053.78,-2218.26,0.0004433279999999998,0.7450000000000045,0.004596999999996854
2022-07-01,8.925815387096774,0.6657115,-5157.92,-2330.63,-0.0009581540000000027,3.034499999999923,-0.04026400000000052
2022-08-01,8.939323693548387,0.6897976,-5276.15,-2270.29,-0.0018152670000000024,4.86416666666662,-0.023046999999998263
2022-09-01,9.370106766666668,0.6980536,-5320.74,-2260.87,-0.0029646480000000003,2.870999999999981,-0.05843800000000243
2022-10-01,10.55002785483871,0.7286344,-5307.48,-2324.42,-0.0011881080000000002,1.9095000000000368,-0.04007299999999958
2022-11-01,11.67619175,0.7796553,-5227.53,-2262.05,-0.009609781999999997,1.384999999999991,-0.04566699999999457
2022-12-01,11.781490516129033,0.828921,-5177.15,-2271.07,-0.017566540000000005,0.12550000000004502,-0.03361900000000162
